valid_AphiaID,valid_name,AphiaID,quality_grade,observed_on,identifications_most_agree,num_identification_agreements,lat,lon,taxa_rank,taxa_name
273271,Caranx caballus,273271,research,2024-09-07,False,0,8.707268,-83.8817571,phylum,Chordata
273858,Epinephelus labriformis,273858,research,2024-09-07,False,0,8.707268,-83.8817571,phylum,Chordata
137206,Chelonia mydas,137206,research,2024-09-07,True,2,8.6098446021,-83.8222139915,phylum,Chordata
267665,Pacifigorgia,267665,needs_id,2024-09-07,False,0,8.707268,-83.8817571,phylum,Cnidaria
137206,Chelonia mydas,137206,research,2024-09-07,True,1,8.6856444425,-83.8951780241,phylum,Chordata
1042860,Hypanus longus,1042860,research,2024-09-07,True,1,8.707268,-83.8817571,phylum,Chordata
219925,Arothron hispidus,219925,research,2024-09-07,True,1,8.707268,-83.8817571,phylum,Chordata
279624,Anisotremus taeniatus,279624,research,2024-09-07,False,0,8.707268,-83.8817571,phylum,Chordata
275729,Haemulon maculicauda,275729,needs_id,2024-09-07,False,0,8.707268,-83.8817571,phylum,Chordata
276524,Lutjanus argentiventris,276524,research,2024-09-07,False,0,8.707268,-83.8817571,phylum,Chordata
281087,Hoplopagrus guentherii,281087,research,2024-09-07,False,0,8.707268,-83.8817571,phylum,Chordata
206485,Porites,206485,needs_id,2024-09-07,False,0,8.707268,-83.8817571,phylum,Cnidaria
1778,Limidae,1778,needs_id,2024-09-07,False,0,8.707268,-83.8817571,phylum,Mollusca
214557,Triaenodon obesus,214557,research,2024-09-07,True,1,8.707268,-83.8817571,phylum,Chordata
218853,Cirrhitichthys oxycephalus,218853,research,2024-09-07,True,1,8.707268,-83.8817571,phylum,Chordata
125484,Antennariidae,125484,needs_id,2024-09-07,False,0,8.707268,-83.8817571,phylum,Chordata
276028,Pomacanthus zonipectus,276028,research,2017-06-18,False,0,8.5685573091,-83.2666979222,phylum,Chordata
217469,Echidna nebulosa,217469,research,2017-06-18,True,1,8.5685573091,-83.2666979222,phylum,Chordata
123111,Dendrochirotida,123111,needs_id,2017-06-18,False,0,8.5685573091,-83.2666979222,phylum,Echinodermata
275729,Haemulon maculicauda,275729,needs_id,2017-06-18,False,0,8.5685573091,-83.2666979222,phylum,Chordata
132044,Placospongia,132044,needs_id,2017-06-18,False,0,8.5685573091,-83.2666979222,phylum,Porifera
281087,Hoplopagrus guentherii,281087,research,2017-06-18,False,0,8.5685573091,-83.2666979222,phylum,Chordata
273272,Caranx caninus,273272,needs_id,2017-06-18,False,0,8.5685573091,-83.2666979222,phylum,Chordata
279161,Pseudobalistes naufragium,279161,needs_id,2017-06-18,False,0,8.5685573091,-83.2666979222,phylum,Chordata
283177,Xenichthys xanti,283177,needs_id,2017-06-18,False,0,8.5685573091,-83.2666979222,phylum,Chordata
273702,Abudefduf troschelii,273702,research,2017-06-18,False,0,8.5685573091,-83.2666979222,phylum,Chordata
464493,Pinctada mazatlanica,464493,research,2017-06-18,False,0,8.5685573091,-83.2666979222,phylum,Mollusca
107459,Plagusia depressa,107459,research,2023-04-29,True,1,9.7337,-82.8090805556,phylum,Arthropoda
213380,Echinometra lucunter,213380,needs_id,2023-04-28,False,0,9.7454472222,-82.8538055556,phylum,Echinodermata
1360,Actiniaria,1360,needs_id,2023-04-28,False,0,9.7444861111,-82.8546611111,phylum,Cnidaria
206071,Sabellastarte,206071,needs_id,2023-04-28,True,1,9.7453111111,-82.8537527778,phylum,Annelida
123083,Holothuroidea,123083,needs_id,2023-04-28,False,0,9.7452722222,-82.8536972222,phylum,Echinodermata
1264073,Exaiptasia diaphana,1264073,needs_id,2023-04-28,True,1,9.7452888889,-82.8537611111,phylum,Cnidaria
124454,Euapta lappa,124454,needs_id,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Echinodermata
124454,Euapta lappa,124454,needs_id,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Echinodermata
291135,Stichodactyla helianthus,291135,research,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Cnidaria
288456,Palythoa caribaeorum,288456,research,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Cnidaria
179659,Echinometra,179659,needs_id,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Echinodermata
123084,Ophiuroidea,123084,needs_id,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Echinodermata
159786,Thalassoma bifasciatum,159786,research,2023-04-30,True,3,9.6454900767,-82.6873418137,phylum,Chordata
205902,Millepora,205902,needs_id,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Cnidaria
287421,Millepora complanata,287421,needs_id,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Cnidaria
396741,Eucidaris tribuloides,396741,needs_id,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Echinodermata
422493,Echinometra viridis,422493,needs_id,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Echinodermata
124332,Diadema antillarum,124332,needs_id,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Echinodermata
828326,Pseudodiploria clivosa,828326,needs_id,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Cnidaria
124332,Diadema antillarum,124332,needs_id,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Echinodermata
289826,Diploria labyrinthiformis,289826,needs_id,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Cnidaria
422490,Tripneustes ventricosus,422490,needs_id,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Echinodermata
287916,Agaricia tenuifolia,287916,needs_id,2023-04-30,False,0,9.7877339665,-82.6790261697,phylum,Cnidaria
422490,Tripneustes ventricosus,422490,needs_id,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Echinodermata
828326,Pseudodiploria clivosa,828326,needs_id,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Cnidaria
207517,Siderastrea radians,207517,needs_id,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Cnidaria
100682,Arachnactidae,100682,needs_id,2023-04-30,True,1,9.6454900767,-82.6873418137,phylum,Cnidaria
828326,Pseudodiploria clivosa,828326,needs_id,2023-04-30,False,0,9.6454900767,-82.6873418137,phylum,Cnidaria
287421,Millepora complanata,287421,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Cnidaria
123083,Holothuroidea,123083,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Echinodermata
123083,Holothuroidea,123083,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Echinodermata
123083,Holothuroidea,123083,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Echinodermata
123083,Holothuroidea,123083,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Echinodermata
123083,Holothuroidea,123083,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Echinodermata
123083,Holothuroidea,123083,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Echinodermata
123083,Holothuroidea,123083,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Echinodermata
302432,Caranx ruber,302432,research,2023-04-29,True,1,9.7395788739,-82.8174400058,phylum,Chordata
129831,Hermodice carunculata,129831,research,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Annelida
123083,Holothuroidea,123083,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Echinodermata
159559,Pterois volitans,159559,research,2023-04-29,True,1,9.7395788739,-82.8174400058,phylum,Chordata
275727,Haemulon flavolineatum,275727,research,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Chordata
159797,Lutjanus griseus,159797,research,2023-04-29,True,1,9.7395788739,-82.8174400058,phylum,Chordata
279625,Anisotremus virginicus,279625,research,2023-04-29,True,1,9.7395788739,-82.8174400058,phylum,Chordata
302312,Caranx bartholomaei,302312,research,2023-04-29,True,1,9.7395788739,-82.8174400058,phylum,Chordata
159581,Acanthurus coeruleus,159581,needs_id,2023-04-29,True,1,9.7395788739,-82.8174400058,phylum,Chordata
125540,Kyphosidae,125540,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Chordata
396741,Eucidaris tribuloides,396741,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Echinodermata
124332,Diadema antillarum,124332,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Echinodermata
124332,Diadema antillarum,124332,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Echinodermata
207516,Siderastrea siderea,207516,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Cnidaria
708859,Antillogorgia americana,708859,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Cnidaria
828326,Pseudodiploria clivosa,828326,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Cnidaria
207516,Siderastrea siderea,207516,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Cnidaria
125277,Plexauridae,125277,needs_id,2023-04-29,False,0,9.7395788739,-82.8174400058,phylum,Cnidaria
288227,Acropora palmata,288227,research,2023-04-29,False,0,9.7912710479,-82.8450940607,phylum,Cnidaria
140059,Haliotis tuberculata,140059,research,2018-03-24,True,1,28.5766924755,-16.329363585,phylum,Mollusca
135181,Balanophyllia (Balanophyllia) regia,1442415,needs_id,2018-03-24,False,0,28.5766924755,-16.329363585,phylum,Cnidaria
123795,Coscinasterias tenuispina,123795,research,2018-03-24,True,1,28.5766924755,-16.329363585,phylum,Echinodermata
126772,Parablennius parvicornis,126772,research,2018-03-24,False,0,28.5766924755,-16.329363585,phylum,Chordata
123795,Coscinasterias tenuispina,123795,research,2018-03-24,False,0,28.5766924755,-16.329363585,phylum,Echinodermata
126970,Thalassoma pavo,126970,research,2018-03-24,True,1,28.5766924755,-16.329363585,phylum,Chordata
149855,Echinacea,149855,needs_id,2018-03-24,True,2,28.5766924755,-16.329363585,phylum,Echinodermata
124316,Paracentrotus lividus,124316,research,2018-03-24,True,1,28.5766924755,-16.329363585,phylum,Echinodermata
888371,Enthemonae,888371,needs_id,2018-03-24,True,2,28.5766924755,-16.329363585,phylum,Cnidaria
100808,Anemonia viridis,100808,research,2018-03-24,False,0,28.5766924755,-16.329363585,phylum,Cnidaria
135479,Physalia physalis,135479,research,2018-03-24,True,2,28.5766924755,-16.329363585,phylum,Cnidaria
124316,Paracentrotus lividus,124316,research,2018-03-24,False,0,28.5766924755,-16.329363585,phylum,Echinodermata
124316,Paracentrotus lividus,124316,research,2018-03-24,False,0,28.5766924755,-16.329363585,phylum,Echinodermata
138758,Aplysia punctata,138758,needs_id,2018-03-24,True,1,28.5766924755,-16.329363585,phylum,Mollusca
123795,Coscinasterias tenuispina,123795,research,2018-03-24,True,1,28.5766924755,-16.329363585,phylum,Echinodermata
100808,Anemonia viridis,100808,research,2018-03-24,True,1,28.5766924755,-16.329363585,phylum,Cnidaria
889885,Similiparma lurida,889885,research,2018-03-24,True,1,28.5766924755,-16.329363585,phylum,Chordata
123795,Coscinasterias tenuispina,123795,research,2018-03-24,False,0,28.5766924755,-16.329363585,phylum,Echinodermata
135181,Balanophyllia (Balanophyllia) regia,1442415,needs_id,2018-03-24,False,0,28.5766924755,-16.329363585,phylum,Cnidaria
138753,Aplysia dactylomela,138753,research,2018-03-24,True,2,28.5766924755,-16.329363585,phylum,Mollusca
100770,Metridium,100770,needs_id,2019-07-30,False,0,48.5455569954,-123.0130950756,phylum,Cnidaria
1718121,Haliclystus sanjuanensis,1718121,research,2019-07-31,False,0,48.4509722222,-122.9621361111,phylum,Cnidaria
558913,Armina californica,558913,research,2019-07-22,False,0,48.5455027778,-123.0134416667,phylum,Mollusca
100833,Urticina eques,100833,needs_id,2019-08-12,False,0,48.5456194444,-123.0135416667,phylum,Cnidaria
575156,Haminoea vesicula,575156,needs_id,2019-08-11,False,0,48.5457916667,-123.0129916667,phylum,Mollusca
131641,Microcionidae,131641,needs_id,2019-07-31,True,1,48.4507305556,-122.9624472222,phylum,Porifera
369177,Leptasterias hexactis,369177,needs_id,2019-07-31,False,0,48.4509722222,-122.9621361111,phylum,Echinodermata
283347,Anthopleura elegantissima,283347,research,2019-07-31,True,1,48.4509472222,-122.9620361111,phylum,Cnidaria
255040,Evasterias troschelii,255040,research,2019-07-31,True,3,48.4509666667,-122.9620277778,phylum,Echinodermata
283347,Anthopleura elegantissima,283347,research,2019-07-31,True,1,48.4507777778,-122.9619305556,phylum,Cnidaria
535329,Pollicipes polymerus,535329,research,2019-07-31,False,0,48.4514888889,-122.9620972222,phylum,Arthropoda
240776,Cryptochiton stelleri,240776,research,2019-07-31,False,0,48.4508944444,-122.9618694444,phylum,Mollusca
131834,Haliclona,131834,needs_id,2019-07-31,False,0,48.4514916667,-122.9621361111,phylum,Porifera
165853,Halichondria (Halichondria) panicea,132627,needs_id,2019-07-31,False,0,48.4515,-122.9620444444,phylum,Porifera
1360,Actiniaria,1360,needs_id,2019-07-31,False,0,48.4501833333,-122.9618916667,phylum,Cnidaria
283347,Anthopleura elegantissima,283347,research,2019-07-31,True,1,48.4516805556,-122.9619138889,phylum,Cnidaria
1360,Actiniaria,1360,needs_id,2019-07-31,False,0,48.4518611111,-122.9619916667,phylum,Cnidaria
1360,Actiniaria,1360,needs_id,2019-07-31,False,0,48.45165,-122.9620583333,phylum,Cnidaria
369177,Leptasterias hexactis,369177,needs_id,2019-07-31,False,0,48.4517777778,-122.9618833333,phylum,Echinodermata
529305,Eupentacta quinquesemita,529305,needs_id,2019-07-31,False,0,48.4517777778,-122.9618833333,phylum,Echinodermata
369177,Leptasterias hexactis,369177,needs_id,2019-07-31,False,0,48.4517777778,-122.9618833333,phylum,Echinodermata
123390,Strongylocentrotus,123390,needs_id,2019-07-31,False,0,48.4517694444,-122.9619,phylum,Echinodermata
240747,Strongylocentrotus purpuratus,240747,needs_id,2019-07-31,True,1,48.4518,-122.9618444444,phylum,Echinodermata
242666,Amphiodia occidentalis,242666,needs_id,2019-07-31,False,0,48.4518861111,-122.9618222222,phylum,Echinodermata
369177,Leptasterias hexactis,369177,needs_id,2019-07-31,False,0,48.4518861111,-122.9618527778,phylum,Echinodermata
581816,Doris montereyensis,581816,research,2019-07-31,False,0,48.4518361111,-122.9615333333,phylum,Mollusca
283347,Anthopleura elegantissima,283347,research,2019-07-31,False,0,48.4520138889,-122.9619222222,phylum,Cnidaria
283347,Anthopleura elegantissima,283347,needs_id,2019-07-31,False,0,48.4519527778,-122.9618611111,phylum,Cnidaria
367837,Mytilus californianus,367837,research,2019-07-31,False,0,48.4518916667,-122.9620361111,phylum,Mollusca
283347,Anthopleura elegantissima,283347,research,2019-07-31,False,0,48.4522472222,-122.9618,phylum,Cnidaria
369117,Henricia leviuscula,369117,needs_id,2019-07-31,True,2,48.4525555556,-122.9622027778,phylum,Echinodermata
100706,Urticina,100706,needs_id,2019-07-31,True,2,48.4526166667,-122.9622944444,phylum,Cnidaria
529305,Eupentacta quinquesemita,529305,needs_id,2019-07-31,False,0,48.4527083333,-122.9623194444,phylum,Echinodermata
529305,Eupentacta quinquesemita,529305,needs_id,2019-07-31,False,0,48.4527472222,-122.9624472222,phylum,Echinodermata
123080,Asteroidea,123080,needs_id,2019-07-31,False,0,48.4527083333,-122.9623194444,phylum,Echinodermata
225807,Cucumaria miniata,225807,research,2019-07-31,False,0,48.4528722222,-122.9624777778,phylum,Echinodermata
890436,Diaulula odonoghuei,890436,research,2019-07-30,False,0,48.5216777778,-123.0142527778,phylum,Mollusca
225807,Cucumaria miniata,225807,needs_id,2019-07-30,False,0,48.5216333333,-123.0141666667,phylum,Echinodermata
240771,Dermasterias imbricata,240771,research,2019-07-30,False,0,48.5216722222,-123.0138638889,phylum,Echinodermata
240747,Strongylocentrotus purpuratus,240747,research,2019-07-30,False,0,48.5216222222,-123.0135805556,phylum,Echinodermata
242666,Amphiodia occidentalis,242666,needs_id,2019-07-30,False,0,48.52155,-123.0135027778,phylum,Echinodermata
240747,Strongylocentrotus purpuratus,240747,research,2019-07-30,False,0,48.5216777778,-123.0142138889,phylum,Echinodermata
386353,Mopalia muscosa,386353,research,2019-07-30,False,0,48.486,-123.0691972222,phylum,Mollusca
386338,Katharina tunicata,386338,research,2019-07-30,False,0,48.4859166667,-123.0691611111,phylum,Mollusca
923,Maldanidae,923,needs_id,2019-07-30,True,1,48.4818277778,-123.0717611111,phylum,Annelida
528885,Leptosynapta clarki,528885,needs_id,2019-07-30,False,0,48.4818416667,-123.0717388889,phylum,Echinodermata
287192,Cyanea ferruginea,287192,research,2019-07-30,False,0,48.4818694444,-123.0720972222,phylum,Cnidaria
170478,Cliona tenuis,170478,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Porifera
558,Porifera,558,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Porifera
170478,Cliona tenuis,170478,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Porifera
282139,Pareques acuminatus,282139,research,2019-06-06,True,1,21.8210984213,-89.5442116698,phylum,Chordata
275645,Opsanus beta,275645,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Chordata
267790,Pterogorgia,267790,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Cnidaria
127402,Diodon holocanthus,127402,research,2019-06-06,True,1,21.8210984213,-89.5442116698,phylum,Chordata
558,Porifera,558,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Porifera
712603,Hypoplectrus ecosur,712603,research,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Chordata
558,Porifera,558,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Porifera
558,Porifera,558,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Porifera
123084,Ophiuroidea,123084,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Echinodermata
178754,Echinaster (Othilia) spinulosus,178754,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Echinodermata
367850,Lytechinus variegatus,367850,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Echinodermata
178754,Echinaster (Othilia) spinulosus,178754,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Echinodermata
422499,Clypeaster subdepressus,422499,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Echinodermata
178754,Echinaster (Othilia) spinulosus,178754,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Echinodermata
159350,Diplectrum formosum,159350,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Chordata
422499,Clypeaster subdepressus,422499,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Echinodermata
422499,Clypeaster subdepressus,422499,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Echinodermata
159350,Diplectrum formosum,159350,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Chordata
367850,Lytechinus variegatus,367850,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Echinodermata
367850,Lytechinus variegatus,367850,needs_id,2019-06-06,False,0,21.8210984213,-89.5442116698,phylum,Echinodermata
206485,Porites,206485,needs_id,2017-03-29,False,0,8.5970647922,-83.3023924782,phylum,Cnidaria
985,Sabellidae,985,needs_id,2017-03-29,False,0,8.5970647922,-83.3023924782,phylum,Annelida
206485,Porites,206485,needs_id,2017-03-29,False,0,8.5970647922,-83.3023924782,phylum,Cnidaria
206614,Pavona,206614,needs_id,2017-03-29,False,0,8.5970647922,-83.3023924782,phylum,Cnidaria
100766,Telmatactis,100766,needs_id,2017-03-29,False,0,8.5970647922,-83.3023924782,phylum,Cnidaria
275763,Halichoeres dispilus,275763,research,2017-03-29,False,0,8.5970647922,-83.3023924782,phylum,Chordata
1302,Pycnogonida,1302,needs_id,2017-03-29,False,0,8.5970647922,-83.3023924782,phylum,Arthropoda
123084,Ophiuroidea,123084,needs_id,2017-03-29,False,0,8.5970647922,-83.3023924782,phylum,Echinodermata
271825,Gymnothorax castaneus,271825,needs_id,2017-03-29,True,1,8.5970647922,-83.3023924782,phylum,Chordata
117305,Macrorhynchia philippina,117305,needs_id,2017-03-29,False,0,8.5970647922,-83.3023924782,phylum,Cnidaria
125302,Leptogorgia,125302,needs_id,2017-03-29,False,0,8.5970647922,-83.3023924782,phylum,Cnidaria
281202,Johnrandallia nigrirostris,281202,research,2017-03-29,False,0,8.5970647922,-83.3023924782,phylum,Chordata
218429,Gnathanodon speciosus,218429,research,2017-03-29,False,0,8.5970647922,-83.3023924782,phylum,Chordata
